run,product_a_id,product_a_name,product_b_id,product_b_name,confidence
2026-08-17T16:10:16Z,162,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (Pink),357,OLIVEOPS P9 Black Headphones Bluetooth Bluetooth Headphone On Ear 4 Hours Playback Active Noise cancellation IPX4(Splash & Sweat Proof) Black,58.58
2026-08-17T16:10:16Z,162,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (Pink),358,Neo SH 12 On Ear Bluetooth Headphone 8 Hours Playback IPX4(Splash & Sweat Proof) Active Noise cancellation -Bluetooth Black,60.18
2026-08-17T16:10:16Z,162,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (Pink),359,"COREGENIX JS270 Bluetooth True Wireless (TWS) On Ear 30 Hours Playback Low Latency,Powerfull bass IPX5(Splash & Sweat Proof) White",57.02
2026-08-17T16:10:16Z,162,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (Pink),360,Neo P9 Bluetooth Bluetooth Headphone On Ear 2 Hours Playback Active Noise cancellation IPX4(Splash & Sweat Proof) Green,59.19
2026-08-17T16:10:16Z,162,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (Pink),361,Vertical9 Long Backup Bluetooth Bluetooth Headphone Over Ear 6 Hours Playback Active Noise cancellation IPX4(Splash & Sweat Proof) Multicolor,58.78
2026-08-17T16:10:16Z,162,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (Pink),362,Neo N888 EARBUDS Bluetooth True Wireless (TWS) On Ear 4 Hours Playback Active Noise cancellation IPX4(Splash & Sweat Proof) Blue,70.83
2026-08-17T16:10:16Z,162,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (Pink),364,"TWS Wireless Bluetooth Earbuds, TWS Earbuds, Headphone Bluetooth, earbuds under 300",68.42
2026-08-17T16:10:16Z,162,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (Pink),365,"COREGENIX BQ40 Bluetooth True Wireless (TWS) In Ear 30 Hours Playback Magnetic earpeice,Low Latency IPX4(Splash & Sweat Proof) Black",60.66
2026-08-17T16:10:16Z,163,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (White),346,Neo HEDU SH12 Bluetooth Bluetooth Headphone On Ear 2 Hours Playback Active Noise cancellation IPX4(Splash & Sweat Proof) White,60.61
2026-08-17T16:10:16Z,163,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (White),348,Neo BT 700 Bluetooth True Wireless (TWS) On Ear 5 Hours Playback Active Noise cancellation IPX4(Splash & Sweat Proof) Assorted,66.11
2026-08-17T16:10:16Z,163,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (White),349,Vertical9 Wireless Bluetooth Bluetooth Headphone Over Ear 6 Hours Playback Active Noise cancellation IPX4(Splash & Sweat Proof) Multicolor,60.91
2026-08-17T16:10:16Z,163,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (White),350,Neo P9 Bluetooth Bluetooth Headphone On Ear 2 Hours Playback Active Noise cancellation IPX4(Splash & Sweat Proof),59.63
2026-08-17T16:10:16Z,163,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (White),353,OLIVEOPS P9 Green Headphones Bluetooth Bluetooth Headphone On Ear 4 Hours Playback Active Noise cancellation IPX4(Splash & Sweat Proof) Green,56.67
2026-08-17T16:10:16Z,163,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (White),354,Neo A1 PLUS Bluetooth Bluetooth Neckband On Ear 40 Hours Playback Active Noise cancellation IPX4(Splash & Sweat Proof) Green,59.39
2026-08-17T16:10:16Z,163,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (White),355,Neo AREAL MEE Bluetooth Bluetooth Neckband On Ear 30 Hours Playback Active Noise cancellation IPX4(Splash & Sweat Proof) Black,59.74
2026-08-17T16:10:16Z,163,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (White),356,Neo P9 Bluetooth Bluetooth Headphone On Ear 2 Hours Playback Active Noise cancellation IPX4(Splash & Sweat Proof) White,62.5
2026-08-17T16:10:16Z,163,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (White),357,OLIVEOPS P9 Black Headphones Bluetooth Bluetooth Headphone On Ear 4 Hours Playback Active Noise cancellation IPX4(Splash & Sweat Proof) Black,57.5
2026-08-17T16:10:16Z,163,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (White),358,Neo SH 12 On Ear Bluetooth Headphone 8 Hours Playback IPX4(Splash & Sweat Proof) Active Noise cancellation -Bluetooth Black,59.91
2026-08-17T16:10:16Z,163,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (White),359,"COREGENIX JS270 Bluetooth True Wireless (TWS) On Ear 30 Hours Playback Low Latency,Powerfull bass IPX5(Splash & Sweat Proof) White",60.91
2026-08-17T16:10:16Z,163,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (White),360,Neo P9 Bluetooth Bluetooth Headphone On Ear 2 Hours Playback Active Noise cancellation IPX4(Splash & Sweat Proof) Green,58.04
2026-08-17T16:10:16Z,163,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (White),361,Vertical9 Long Backup Bluetooth Bluetooth Headphone Over Ear 6 Hours Playback Active Noise cancellation IPX4(Splash & Sweat Proof) Multicolor,57.72
2026-08-17T16:10:16Z,163,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (White),362,Neo N888 EARBUDS Bluetooth True Wireless (TWS) On Ear 4 Hours Playback Active Noise cancellation IPX4(Splash & Sweat Proof) Blue,69.71
2026-08-17T16:10:16Z,163,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (White),364,"TWS Wireless Bluetooth Earbuds, TWS Earbuds, Headphone Bluetooth, earbuds under 300",68.42
2026-08-17T16:10:16Z,163,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (White),365,"COREGENIX BQ40 Bluetooth True Wireless (TWS) In Ear 30 Hours Playback Magnetic earpeice,Low Latency IPX4(Splash & Sweat Proof) Black",59.59
2026-08-17T16:10:16Z,164,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (Blue),346,Neo HEDU SH12 Bluetooth Bluetooth Headphone On Ear 2 Hours Playback Active Noise cancellation IPX4(Splash & Sweat Proof) White,59.13
2026-08-17T16:10:16Z,164,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (Blue),348,Neo BT 700 Bluetooth True Wireless (TWS) On Ear 5 Hours Playback Active Noise cancellation IPX4(Splash & Sweat Proof) Assorted,66.39
2026-08-17T16:10:16Z,164,Sony WF-C710N True Wireless Earbuds | Dual Noise Cancelling | AI Call Quality | Up to 40 Hours Playback | Bluetooth v5.3 (Blue),349,Vertical9 Wireless Bluetooth Bluetooth Headphone Over Ear 6 Hours Playback Active Noise cancellation IPX4(Splash & Sweat Proof) Multicolor,60.33
